obj,estimator,delta_deg,seed,f_max_level,progress,max_track_err,contact_lost_frac,peak_force,wrist_f_max
7119,,0.0,909130,50.0,0.9904139882953117,0.3013377903231593,0.0,86.60254037844386,50.0
7119,,0.0,1064933,50.0,1.018899961481224,0.028631673276567356,0.0,86.60254037844386,50.0
7119,,0.0,914538,50.0,0.8900248756302112,0.08752787586726195,0.0,86.60254037844386,50.0
7119,,0.0,139599,50.0,1.0160817998229674,0.011667085757813103,0.0,86.60254037844386,50.0
7119,,0.0,833674,50.0,1.0127332835371863,0.03700223683455427,0.0,86.60254037844386,50.0
7119,,0.0,662570,50.0,1.0142626774362875,0.00778926263902124,0.0,86.60254037844386,50.0
7119,,0.0,1024527,50.0,1.0202953579806664,0.006898112984309484,0.0,86.60254037844386,50.0
7119,,0.0,1010307,50.0,1.0084204540941546,0.029060425787197208,0.0,86.60254037844386,50.0
7119,,0.0,866735,50.0,1.0155502602460584,0.012346691793009058,0.0,86.60254037844386,50.0
7119,,0.0,575425,50.0,1.0102512952243894,0.02946633607325977,0.0,86.60254037844386,50.0
7119,,5.0,193288,50.0,1.002958604155849,0.0874949326289413,0.0,86.60254037844386,50.0
7119,,5.0,963135,50.0,1.0403357057388507,0.10727901660815171,0.0,86.60254037844386,50.0
7119,,5.0,157303,50.0,1.008481567676402,0.08715186037586672,0.0,86.60254037844386,50.0
7119,,5.0,1089463,50.0,0.0,3.5977048720426453e-06,1.0,8.832067698083728,50.0
7119,,5.0,850100,50.0,1.1311872185677976,0.15159510839145096,0.5535714285714286,86.60254037844386,50.0
7119,,5.0,190489,50.0,0.9047316857113968,0.16774910080082286,0.0,86.60254037844386,50.0
7119,,5.0,472227,50.0,0.9681189076336254,0.28964661934991215,0.0,86.60254037844386,50.0
7119,,5.0,782053,50.0,1.0512802709131346,0.14493375900655023,0.0,86.60254037844386,50.0
7119,,5.0,462994,50.0,1.040093006696451,0.08517910705713459,0.0,86.60254037844386,50.0
7119,,5.0,889362,50.0,1.0407961566259394,0.1241895341533525,0.0,86.60254037844386,50.0
7119,,10.0,885125,50.0,0.9377506650624533,0.09577036347611635,0.0,86.60254037844386,50.0
7119,,10.0,313924,50.0,0.9355655679614392,0.10677955947206473,0.0,86.60254037844386,50.0
7119,,10.0,1062873,50.0,1.0798261319730893,0.10020559746999556,0.0,86.60254037844386,50.0
7119,,10.0,792434,50.0,1.0645424560869388,0.21671518148183577,0.0,86.60254037844386,50.0
7119,,10.0,630444,50.0,0.25090068685999717,0.09577043147558859,0.6545454545454545,75.980591961843,50.0
7119,,10.0,851132,50.0,1.0392418536389585,0.20652524448704518,0.0,86.60254037844386,50.0
7119,,10.0,426128,50.0,0.0,0.00564392232348413,0.9821428571428571,80.95166851513139,50.0
7119,,10.0,277153,50.0,1.0191879460803481,0.13076444563192913,0.0,86.60254037844386,50.0
7119,,10.0,388606,50.0,1.0785067990958417,0.15197777972095206,0.0,86.60254037844386,50.0
7119,,10.0,294080,50.0,0.922544381557269,0.20395428771256202,0.0,86.60254037844386,50.0
7119,,15.0,583819,50.0,0.0,0.2054093320559349,0.9642857142857143,86.60254037844386,50.0
7119,,15.0,1010364,50.0,1.0945596711123775,0.19410102455869155,0.0,86.60254037844386,50.0
7119,,15.0,706168,50.0,1.0104314432671841,0.2959699292980854,0.0,86.60254037844386,50.0
7119,,15.0,612531,50.0,1.003769542573213,0.19705358638435722,0.0,86.60254037844386,50.0
7119,,15.0,861643,50.0,1.0959049484084127,0.3223016014243389,0.0,86.60254037844386,50.0
7119,,15.0,326609,50.0,1.086316173372261,0.06527461602205101,0.0,86.60254037844386,50.0
7119,,15.0,196859,50.0,0.9600569678600714,0.06960030741740704,0.0,86.60254037844386,50.0
7119,,15.0,498043,50.0,0.0,3.0553378111756766e-06,1.0,8.83083267271768,50.0
7119,,15.0,543816,50.0,0.9986849661915889,0.26912162149184365,0.0,86.60254037844386,50.0
7119,,15.0,750676,50.0,0.8780736626591301,0.16125671968624958,0.0,86.60254037844386,50.0
7119,,20.0,1058165,50.0,1.0171582623613638,0.19069784307619317,0.0,86.60254037844386,50.0
7119,,20.0,756137,50.0,0.9199259689757299,0.17390098101328866,0.0,86.60254037844386,50.0
7119,,20.0,769874,50.0,0.9726811197029438,0.2906254213533799,0.0,86.60254037844386,50.0
7119,,20.0,614324,50.0,0.0,0.11882583823977164,0.8454545454545455,86.60254037844386,50.0
7119,,20.0,314287,50.0,1.1358623195505657,0.3934274306159602,0.0,86.60254037844386,50.0
7119,,20.0,668590,50.0,1.1363261396240065,0.22899775846643078,0.0,86.60254037844386,50.0
7119,,20.0,122667,50.0,1.115524810572607,0.43204416043624855,0.0,86.60254037844386,50.0
7119,,20.0,208778,50.0,1.1148614118957951,0.4306978212841884,0.0,86.60254037844386,50.0
7119,,20.0,336408,50.0,0.7843694772768235,0.3235336517909179,0.0,86.60254037844386,50.0
7119,,20.0,737257,50.0,0.8769762233364911,0.33831921043378005,0.0,86.60254037844386,50.0
7119,,30.0,140442,50.0,1.1754000018404038,0.6263232037272284,0.0,86.60254037844386,50.0
7119,,30.0,218462,50.0,1.1501473858351192,0.6104967404446764,0.0,86.60254037844386,50.0
7119,,30.0,336211,50.0,0.961443735485825,0.5014987721118559,0.0,80.28849934054779,50.0
7119,,30.0,589139,50.0,0.854514274283304,0.5997603892457524,0.0,86.60254037844386,50.0
7119,,30.0,742069,50.0,1.143856194322242,0.22286143344474615,0.0,86.60254037844386,50.0
7119,,30.0,636333,50.0,1.1639492011348918,0.274926433552196,0.0,86.60254037844386,50.0
7119,,30.0,530532,50.0,0.9758677591906463,0.5853421063612821,0.0,86.60254037844386,50.0
7119,,30.0,335641,50.0,0.8684772086277271,0.617532916815724,0.0,86.60254037844386,50.0
7119,,30.0,1057538,50.0,1.0077321714994807,0.1945882646303601,0.0,86.60254037844386,50.0
7119,,30.0,452080,50.0,0.857780853005645,0.44661430923665607,0.0,86.60254037844386,50.0
7119,,45.0,751025,50.0,1.2759557110776278,0.8317441295354335,0.0,86.60254037844386,50.0
7119,,45.0,724114,50.0,1.232671693822437,0.4836360856146746,0.0,86.60254037844386,50.0
7119,,45.0,532708,50.0,0.3997977306534422,0.05282947042047299,0.0,86.60254037844386,50.0
7119,,45.0,1086620,50.0,0.7798197347268689,0.8169042767122472,0.0,83.84187450093528,50.0
