obj,delta_deg,seed,condition,progress,max_track_err,quality_frac,peak_force,f_max_used
12252,15.0,457817,gripper_matched_fmax,0.5277513963865964,0.4429281543258824,0.1111111111111111,157.76933368914962,96.97141189258257
12252,15.0,768085,gripper_matched_fmax,0.6518283199553653,0.14028545829663994,0.0,156.1995924759987,96.97141189258257
12252,15.0,143747,gripper_matched_fmax,0.8593700277753152,0.13002293831605014,0.16363636363636364,167.95941227964187,96.97141189258257
12252,15.0,581185,gripper_matched_fmax,1.140569977471894,0.2893350415635864,0.0,167.95941227964187,96.97141189258257
12252,15.0,795799,gripper_matched_fmax,0.08419840625999106,0.13672831901594093,0.7043478260869566,167.95941227964187,96.97141189258257
12252,15.0,199075,gripper_matched_fmax,1.3139486786080201,0.2618765011556006,0.0,167.95941227964187,96.97141189258257
12252,20.0,877750,gripper_matched_fmax,1.2577726798945918,0.4108889869208755,0.0,167.95941227964187,96.97141189258257
12252,20.0,374548,gripper_matched_fmax,0.5445863224107182,0.1642847908815005,0.2457627118644068,151.64593952759,96.97141189258257
12252,20.0,785567,gripper_matched_fmax,0.16387955380466662,0.259706332764052,0.7983193277310925,167.95941227964187,96.97141189258257
12252,20.0,831677,gripper_matched_fmax,1.1850922775382646,0.16296209976974788,0.06779661016949153,167.95941227964187,96.97141189258257
12252,20.0,320569,gripper_matched_fmax,0.554280841659086,0.9535181398054626,0.0,167.95941227964187,96.97141189258257
12252,20.0,239732,gripper_matched_fmax,0.6578923702505451,0.14932809400714048,0.0,167.95941227964187,96.97141189258257
12252,20.0,352842,gripper_matched_fmax,0.8253127338139578,0.3993478740880123,0.0,167.95941227964187,96.97141189258257
12252,20.0,686851,gripper_matched_fmax,0.0,0.18122938080024048,0.9224137931034483,167.95941227964187,96.97141189258257
12252,20.0,965020,gripper_matched_fmax,0.8449658311563105,0.5084301723002774,0.0,167.95941227964187,96.97141189258257
12252,20.0,841700,gripper_matched_fmax,0.0,0.15118219298820934,0.5652173913043478,167.95941227964187,96.97141189258257
12252,30.0,148586,gripper_matched_fmax,0.6681262436621463,0.3063171943051897,0.5172413793103449,167.95941227964187,96.97141189258257
12252,30.0,821921,gripper_matched_fmax,0.15425116425616678,0.37383649479315123,0.5714285714285714,167.95941227964187,96.97141189258257
12252,30.0,741168,gripper_matched_fmax,0.5370410252242154,0.3020537239386333,0.0,167.95941227964187,96.97141189258257
12252,30.0,906730,gripper_matched_fmax,0.267290431520063,0.7162519706054465,0.00847457627118644,167.95941227964187,96.97141189258257
12252,30.0,458155,gripper_matched_fmax,1.2031929127588903,0.17735725809637248,0.0,167.95941227964187,96.97141189258257
12252,30.0,923860,gripper_matched_fmax,0.2723451587191563,0.21617384666944472,0.6090909090909091,145.05812919884556,96.97141189258257
12252,30.0,1005702,gripper_matched_fmax,0.21576281729551336,0.541970244931875,0.0,167.95941227964187,96.97141189258257
12252,30.0,348856,gripper_matched_fmax,0.17888155494283253,0.41594297571150557,0.0,144.49860228393712,96.97141189258257
12252,30.0,613623,gripper_matched_fmax,1.343197672547844,0.3366249054568085,0.0,167.95941227964187,96.97141189258257
12252,30.0,1031921,gripper_matched_fmax,0.01069787179614918,0.7012304898334943,0.10714285714285714,167.95941227964187,96.97141189258257
12252,45.0,906468,gripper_matched_fmax,0.6660922798332339,0.7814196156104758,0.0,167.95941227964187,96.97141189258257
12252,45.0,1038971,gripper_matched_fmax,0.042930089578270915,0.15670055325947332,0.39823008849557523,141.14444196762142,96.97141189258257
12252,45.0,859685,gripper_matched_fmax,0.21776165819304352,0.25499990438712294,0.7363636363636363,167.95941227964187,96.97141189258257
12252,45.0,532311,gripper_matched_fmax,0.47444037077760215,0.720417523116784,0.26495726495726496,151.15134838483758,96.97141189258257
12252,45.0,129737,gripper_matched_fmax,0.05031548029798038,0.15160079778231458,0.5630252100840336,167.95941227964187,96.97141189258257
12252,45.0,347547,gripper_matched_fmax,0.15857753430390423,0.14936468032447017,0.0,140.42400097852448,96.97141189258257
12252,45.0,784843,gripper_matched_fmax,0.6662443844656641,0.9075982763081589,0.0,167.95941227964187,96.97141189258257
12252,45.0,1030268,gripper_matched_fmax,0.25803383149956083,0.2744120207746683,0.0,167.95941227964187,96.97141189258257
12252,45.0,673222,gripper_matched_fmax,0.0,0.23161036954776082,0.5263157894736842,138.15096885330567,96.97141189258257
12252,45.0,915028,gripper_matched_fmax,1.483131026944967,0.21516074507448882,0.025210084033613446,167.95941227964187,96.97141189258257
41003,0.0,629491,gripper_matched_fmax,1.2528415531255819,0.29298890738856254,0.0,126.00311887153033,72.74793459921045
41003,0.0,626748,gripper_matched_fmax,0.7870994522195768,0.30273957763655573,0.0,126.00311887153033,72.74793459921045
41003,0.0,708178,gripper_matched_fmax,0.0,0.2723465959551855,0.8454545454545455,126.00311887153033,72.74793459921045
41003,0.0,523678,gripper_matched_fmax,0.6797340926892721,0.1213328543620315,0.0,126.00311887153033,72.74793459921045
41003,0.0,437173,gripper_matched_fmax,1.4937232446070288,0.30259722990837795,0.42727272727272725,126.00311887153033,72.74793459921045
41003,0.0,898061,gripper_matched_fmax,0.9989630844790659,0.19352422429912722,0.0,126.00311887153033,72.74793459921045
41003,0.0,313082,gripper_matched_fmax,0.8970531105308788,0.2064490295658412,0.0,126.00311887153033,72.74793459921045
41003,0.0,544253,gripper_matched_fmax,1.0674247699379042,0.2481728488175407,0.0,126.00311887153033,72.74793459921045
41003,0.0,316192,gripper_matched_fmax,0.7304496618573796,0.31436656521750694,0.0,126.00311887153033,72.74793459921045
41003,0.0,119257,gripper_matched_fmax,0.9935519510570825,0.17222014765687133,0.0,126.00311887153033,72.74793459921045
41003,5.0,92013,gripper_matched_fmax,0.9948788434379714,0.4211978946837147,0.0,126.00311887153033,72.74793459921045
41003,5.0,925668,gripper_matched_fmax,0.874028269847722,0.25187603663618385,0.0,126.00311887153033,72.74793459921045
41003,5.0,341662,gripper_matched_fmax,0.32848161699877587,0.3574158356507682,0.2072072072072072,126.00311887153033,72.74793459921045
41003,5.0,890132,gripper_matched_fmax,1.009336473485089,0.25890106626102655,0.0,126.00311887153033,72.74793459921045
41003,5.0,184844,gripper_matched_fmax,1.0529807544149137,0.08143606554170059,0.5042735042735043,126.00311887153033,72.74793459921045
41003,5.0,1006227,gripper_matched_fmax,1.2267378210887405,0.24991643209604897,0.7966101694915254,126.00311887153033,72.74793459921045
41003,5.0,248998,gripper_matched_fmax,1.0937311749306067,0.17514636552274962,0.7678571428571429,126.00311887153033,72.74793459921045
41003,5.0,799916,gripper_matched_fmax,0.9934209578913077,0.2803502969874832,0.0,126.00311887153033,72.74793459921045
41003,5.0,586831,gripper_matched_fmax,0.9745971502012013,0.3081445676390431,0.0,126.00311887153033,72.74793459921045
41003,5.0,296047,gripper_matched_fmax,1.3947730246833314,0.16202091648783484,0.7787610619469026,126.00311887153033,72.74793459921045
41003,10.0,199573,gripper_matched_fmax,1.1660509742921996,0.47922258000037804,0.6637931034482759,126.00311887153033,72.74793459921045
41003,10.0,296684,gripper_matched_fmax,1.4602353132017751,0.47756906028242996,0.0,126.00311887153033,72.74793459921045
41003,10.0,392104,gripper_matched_fmax,0.6115810015547326,0.26858978715732623,0.0,126.00311887153033,72.74793459921045
41003,10.0,820009,gripper_matched_fmax,1.4103230559858413,0.4024816273162651,0.0,126.00311887153033,72.74793459921045
41003,10.0,189796,gripper_matched_fmax,0.8503962706070753,0.31133792646688335,0.0,126.00311887153033,72.74793459921045
41003,10.0,828604,gripper_matched_fmax,1.089815417692721,0.20147799514325324,0.7435897435897436,126.00311887153033,72.74793459921045
41003,10.0,702599,gripper_matched_fmax,0.9666705895437556,0.30942110177549675,0.0,126.00311887153033,72.74793459921045
41003,10.0,1055145,gripper_matched_fmax,1.049805943563155,0.16834559532787505,0.7130434782608696,126.00311887153033,72.74793459921045
41003,10.0,424087,gripper_matched_fmax,0.5915923540054578,0.338551846789267,0.0,126.00311887153033,72.74793459921045
41003,10.0,750961,gripper_matched_fmax,1.0214555037697493,0.15704391511200777,0.0,126.00311887153033,72.74793459921045
41003,15.0,446709,gripper_matched_fmax,0.9060041571913321,0.39302706429496276,0.0,126.00311887153033,72.74793459921045
41003,15.0,109621,gripper_matched_fmax,0.23550221750868036,0.5341215332876789,0.0,126.00311887153033,72.74793459921045
41003,15.0,581679,gripper_matched_fmax,1.5150437200421094,0.3398547624828167,0.0,126.00311887153033,72.74793459921045
41003,15.0,516988,gripper_matched_fmax,0.8011501504883501,0.25806479047752856,0.0,126.00311887153033,72.74793459921045
41003,15.0,1066629,gripper_matched_fmax,1.5120631832666045,0.1718062810979703,0.5897435897435898,126.00311887153033,72.74793459921045
41003,15.0,304934,gripper_matched_fmax,1.4067547600812147,0.26260683753794684,0.15315315315315314,126.00311887153033,72.74793459921045
41003,15.0,1067968,gripper_matched_fmax,0.48493413955889414,0.13867539720895428,0.0,126.00311887153033,72.74793459921045
41003,15.0,573712,gripper_matched_fmax,1.236401074971691,0.2348062021850347,0.08771929824561403,126.00311887153033,72.74793459921045
41003,15.0,648719,gripper_matched_fmax,1.3123567439592843,0.09611755231335672,0.0,126.00311887153033,72.74793459921045
41003,15.0,813515,gripper_matched_fmax,1.3469241310350604,0.45802969633307594,0.0,126.00311887153033,72.74793459921045
41003,20.0,489524,gripper_matched_fmax,1.5012215255652208,0.17910181071940004,0.6302521008403361,126.00311887153033,72.74793459921045
41003,20.0,386325,gripper_matched_fmax,0.9725997186823877,0.4768251066859682,0.0,126.00311887153033,72.74793459921045
41003,20.0,848308,gripper_matched_fmax,0.4513961149687589,0.30533445016808114,0.8103448275862069,126.00311887153033,72.74793459921045
41003,20.0,852760,gripper_matched_fmax,1.5181032758330488,0.1791503850663115,0.5043478260869565,126.00311887153033,72.74793459921045
41003,20.0,601501,gripper_matched_fmax,0.6337232291106787,0.16929102408647975,0.8803418803418803,126.00311887153033,72.74793459921045
41003,20.0,817580,gripper_matched_fmax,1.2010291279052794,0.23852588332542368,0.0,126.00311887153033,72.74793459921045
41003,20.0,872132,gripper_matched_fmax,0.8727114887536745,0.49690836687295686,0.0,126.00311887153033,72.74793459921045
41003,20.0,391345,gripper_matched_fmax,0.5541481117701849,0.25224509129012734,0.8706896551724138,126.00311887153033,72.74793459921045
41003,20.0,950640,gripper_matched_fmax,0.0,0.28698401110729455,0.8545454545454545,126.00311887153033,72.74793459921045
41003,20.0,434303,gripper_matched_fmax,1.1920037678849853,0.20917575399235402,0.0,126.00311887153033,72.74793459921045
41003,30.0,169443,gripper_matched_fmax,0.8830813471933868,0.3714592488114327,0.0,126.00311887153033,72.74793459921045
41003,30.0,461956,gripper_matched_fmax,0.5711166932499377,0.12322548519204006,0.9482758620689655,126.00311887153033,72.74793459921045
41003,30.0,733173,gripper_matched_fmax,0.9097229988924462,0.5770611902559811,0.0,126.00311887153033,72.74793459921045
41003,30.0,1080899,gripper_matched_fmax,1.5164801219223292,0.09841686123227478,0.5775862068965517,126.00311887153033,72.74793459921045
41003,30.0,586324,gripper_matched_fmax,1.5243624860157021,0.11146388580707146,0.7280701754385965,126.00311887153033,72.74793459921045
41003,30.0,505748,gripper_matched_fmax,0.7636894877787734,0.45943933372658247,0.0,126.00311887153033,72.74793459921045
41003,30.0,987479,gripper_matched_fmax,0.515748881604463,0.21207618865440325,0.9655172413793104,126.00311887153033,72.74793459921045
41003,30.0,92627,gripper_matched_fmax,0.3797522727694836,0.11801659465266526,0.9469026548672567,126.00311887153033,72.74793459921045
41003,30.0,1080969,gripper_matched_fmax,0.7552609255644614,0.07480582155645078,0.875,126.00311887153033,72.74793459921045
41003,30.0,420709,gripper_matched_fmax,1.0123634708468636,0.43455810266326456,0.0,126.00311887153033,72.74793459921045
41003,45.0,148567,gripper_matched_fmax,1.5259147854394925,0.45468553976623677,0.0,126.00311887153033,72.74793459921045
41003,45.0,668063,gripper_matched_fmax,1.52071844059833,0.4815411692464313,0.34782608695652173,126.00311887153033,72.74793459921045
41003,45.0,320386,gripper_matched_fmax,1.5377834631651306,0.415263166739557,0.0,126.00311887153033,72.74793459921045
41003,45.0,343188,gripper_matched_fmax,1.0108610153972586,0.7310694771472236,0.0,126.00311887153033,72.74793459921045
41003,45.0,269930,gripper_matched_fmax,0.0,0.49470899831433873,0.0,126.00311887153033,72.74793459921045
41003,45.0,417434,gripper_matched_fmax,1.195822124583621,0.593272157610993,0.0,126.00311887153033,72.74793459921045
41003,45.0,819458,gripper_matched_fmax,1.5457393925182616,0.5059773855011365,0.0,126.00311887153033,72.74793459921045
41003,45.0,342142,gripper_matched_fmax,0.0,0.9213533338527699,0.0,126.00311887153033,72.74793459921045
41003,45.0,532633,gripper_matched_fmax,0.46192573736523734,0.20083357501287502,0.9553571428571429,126.00311887153033,72.74793459921045
41003,45.0,503827,gripper_matched_fmax,0.0,0.4742055278872321,0.08181818181818182,126.00311887153033,72.74793459921045
45087,0.0,167653,gripper_matched_fmax,0.9721408767118658,0.022549710897890714,0.0,191.3501431452823,110.72070185035265
45087,0.0,576527,gripper_matched_fmax,0.9872318787089496,0.027630877946402496,0.0,187.0747070957883,110.72070185035265
45087,0.0,94980,gripper_matched_fmax,0.9603623531419248,0.05980613625394173,0.0,191.7738810544962,110.72070185035265
45087,0.0,167212,gripper_matched_fmax,0.9923775023879344,0.011914152418442679,0.0,189.82363301701704,110.72070185035265
45087,0.0,746562,gripper_matched_fmax,0.9709300768818653,0.023885426943633825,0.0,187.0969049420719,110.72070185035265
45087,0.0,840836,gripper_matched_fmax,0.9679203503098113,0.02411988100046435,0.0,176.262121351921,110.72070185035265
45087,0.0,1006909,gripper_matched_fmax,0.9900028987434704,0.045891759577276196,0.0,191.7738810544962,110.72070185035265
45087,0.0,942208,gripper_matched_fmax,0.9743689258287836,0.022788686240575857,0.0,187.92917166392053,110.72070185035265
45087,0.0,239972,gripper_matched_fmax,0.9969854682550331,0.0303977672005146,0.0,191.7738810544962,110.72070185035265
45087,0.0,324225,gripper_matched_fmax,0.9601567355329474,0.026286600766912607,0.0,191.7738810544962,110.72070185035265
45087,5.0,486293,gripper_matched_fmax,0.9677913180367147,0.05131999798018761,0.0,191.7738810544962,110.72070185035265
45087,5.0,380719,gripper_matched_fmax,1.0040415144723498,0.0428848265191151,0.0,189.46448200698683,110.72070185035265
45087,5.0,206437,gripper_matched_fmax,1.0046510230957912,0.07001923484248167,0.0,191.7738810544962,110.72070185035265
45087,5.0,646875,gripper_matched_fmax,0.9453788162018637,0.07125771599484335,0.0,191.7738810544962,110.72070185035265
45087,5.0,659316,gripper_matched_fmax,1.0043833271279627,0.1605571986158011,0.0,186.97407358102149,110.72070185035265
45087,5.0,837244,gripper_matched_fmax,0.44100607444069184,0.05811261391155515,0.5254237288135594,168.2872462826487,110.72070185035265
45087,5.0,371517,gripper_matched_fmax,0.9592884886830418,0.07634090628007996,0.0,191.7738810544962,110.72070185035265
45087,5.0,280005,gripper_matched_fmax,0.9543108343959092,0.03878808564049393,0.0,191.7738810544962,110.72070185035265
45087,5.0,1009391,gripper_matched_fmax,0.4498410363796251,0.04649578894571433,0.5213675213675214,169.03828857618007,110.72070185035265
45087,5.0,999510,gripper_matched_fmax,0.996046531766236,0.09521945482490517,0.0,191.7738810544962,110.72070185035265
45087,10.0,391354,gripper_matched_fmax,0.992421784921299,0.2364377073647864,0.0,191.7738810544962,110.72070185035265
45087,10.0,197792,gripper_matched_fmax,1.0004687127668488,0.20205784275123012,0.0,191.7738810544962,110.72070185035265
45087,10.0,608701,gripper_matched_fmax,0.5454142126837261,0.04020525814288521,0.391304347826087,175.87244690633563,110.72070185035265
45087,10.0,854985,gripper_matched_fmax,0.9655484622283401,0.05619110620401496,0.0,191.7738810544962,110.72070185035265
45087,10.0,703492,gripper_matched_fmax,0.40111635739533974,0.0512782870283355,0.5217391304347826,168.135103897046,110.72070185035265
45087,10.0,484678,gripper_matched_fmax,0.922556847391807,0.06825774894880231,0.0,191.7738810544962,110.72070185035265
45087,10.0,639710,gripper_matched_fmax,0.20258202497584835,0.045857272269686805,0.75,160.62141001439167,110.72070185035265
45087,10.0,919558,gripper_matched_fmax,0.9751900139600044,0.22830267567114365,0.0,191.7738810544962,110.72070185035265
45087,10.0,819638,gripper_matched_fmax,0.9361043720215014,0.0803395046575344,0.0,191.64168886301204,110.72070185035265
45087,10.0,860477,gripper_matched_fmax,0.9441437695575119,0.22407386374618374,0.0,191.7738810544962,110.72070185035265
45087,15.0,404034,gripper_matched_fmax,1.041081905637815,0.3545708699440516,0.0,191.7738810544962,110.72070185035265
45087,15.0,388292,gripper_matched_fmax,0.8801627262787111,0.11588293936731779,0.0,191.7738810544962,110.72070185035265
45087,15.0,719101,gripper_matched_fmax,0.9542650362680579,0.3685126414785474,0.0,191.7738810544962,110.72070185035265
45087,15.0,204280,gripper_matched_fmax,0.9358282616834188,0.2221438172497751,0.0,191.7738810544962,110.72070185035265
45087,15.0,770327,gripper_matched_fmax,0.9370875220348549,0.24544878482161708,0.0,191.7738810544962,110.72070185035265
45087,15.0,224271,gripper_matched_fmax,0.9092114613614505,0.07847612028305778,0.0,191.7738810544962,110.72070185035265
45087,15.0,769689,gripper_matched_fmax,0.11844834910089985,0.04207743100689455,0.8392857142857143,158.44012243619952,110.72070185035265
45087,15.0,665379,gripper_matched_fmax,0.31046961587554806,0.05502945631168899,0.625,163.64356643916165,110.72070185035265
45087,15.0,1072148,gripper_matched_fmax,1.019776286896918,0.04493228237311673,0.0,191.7738810544962,110.72070185035265
45087,15.0,201827,gripper_matched_fmax,0.9065309133255036,0.21520374490125743,0.0,191.7738810544962,110.72070185035265
